Site,Project,Sample_Type,Treatment.type,Sample.ID,JGI.ID,GOLD.ID,Plot,Quad,Treatment,Replicate,Horizon,Year,Date_Sampled,Sampling_Weather,Time_period,Sample_Initials,DNA_RNA,Notes,Date_weighed_for_DNA,Sequence_depth,Sequence_bin,Total_Tree_BioMass,Total_Tree_Stem_Count,Total_Tree_Basal_Area,Total_ECM_Tree_BioMass,Total_ECM_Tree_Stem_Count,Total_ECM_Tree_Basal_Area,Total_AM_Tree_BioMass,Total_AM_Tree_Stem_Count,Total_AM_Tree_Basal_Area,ACRU_BIOMASS,ACRU_STEM_COUNT,ACRU_BASAL_AREA,ACSA_BIOMASS,ACSA_STEM_COUNT,ACSA_BASAL_AREA,BEPA_BIOMASS,BEPA_STEM_COUNT,BEPA_BASAL_AREA,FRAM_BIOMASS,FRAM_STEM_COUNT,FRAM_BASAL_AREA,FAGR_BIOMASS,FAGR_STEM_COUNT,FAGR_BASAL_AREA,BEAL_BIOMASS,BEAL_STEM_COUNT,BEAL_BASAL_AREA,PIRU_BIOMASS,PIRU_STEM_COUNT,PIRU_BASAL_AREA,POGR_BIOMASS,POGR_STEM_COUNT,POGR_BASAL_AREA,Soil.Temp.10.cm,Soil.Temp.5.cm,Soil.Moisture,Min.Soil5,Ave.Soil5,Min.Soil10,Ave.Soil10,Max.frost,Max.Snow,Mean.frost,Mean.snow,Frost.AUC,Snow.AUC,FTC.5,FTC.10,DWF,Thaw,Thaw.day,BL.Max.frost,BL.Max.Snow,BL.Mean.frost,BL.Mean.Snow,BL.AUC.frost,BL.AUC.Snow,Net_Ammonification_(_g_Ammonium-N_g_soil-1_days-1),Net_Mineralization (_g_N_g_soil-1_day-1),REL,Proteolytic_Rate,longitude.dd,latitude.dd,Soil_perc_N,Soil_perc_C,Soil_pH,mbn,acid_phosphatase,nag_ase,phenol_oxidase,peroxidase,beta_glucosidase,cello_biohydrolase,Respiration,Extractable_Organic_C,Amino_Acid_N,Dissolved_Inorganic_n,Water_Content,Photosynthesis,Respiration_pat,Change_Net_Mineralization,Change_Soil_perc_N,Change_Soil_perc_C,Change_Soil_pH,Change_Respiration_pat,Change_mbn
HBEF,CCASE,Soil_Mic_Commun,post-treatment,108,Soil_108,Ga0599142,1,12,Reference,2,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,289670,150_300000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,10.19,10.36,0.179,-0.2,0.31,0.01,0.47,10,68,5.5,26.3,810.5,3998.7,0,0,147,4/10/14,100,16.4,22,4.3,9.4,791.3,1648.7,3.47569532,3.47569532,23.7906395,180.9321758,-71.70192333,43.94527333,1.5,43.6,3.71,582.3,7.81,1.42,1.79,2.58,1.33,0.43,,0.49,225.74,5.06,2.107,,12.1,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,135,Soil_135,Ga0599142,1,12,Reference,2,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,133047,100_150000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,10.57,10.85,0.173,-0.2,0.31,0.01,0.47,10,68,5.5,26.3,810.5,3998.7,0,0,147,4/10/14,100,16.4,22,4.3,9.4,791.3,1648.7,NA,NA,23.7906395,106.7921704,-71.70192333,43.94527333,0.8,23.9,3.71,319.6,4.16,0.34,0.97,3.24,0.57,0.16,2.64,0.27,140.58,,1.418,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,189,Soil_189,Ga0599142,1,12,Reference,2,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,105465,100_150000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,17.14,17.67,0.143,-0.2,0.31,0.01,0.47,10,68,5.5,26.3,810.5,3998.7,0,0,147,4/10/14,100,16.4,22,4.3,9.4,791.3,1648.7,0.651021937,0.651021937,23.7906395,152.300745,-71.70192333,43.94527333,1.6,47.6,3.71,356.4,7.83,1.34,0.29,0.72,1.05,0.37,8.352,0.71,152.65,30.44,2.121,6.2455,11.9,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,216,Soil_216,Ga0599142,1,12,Reference,2,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,50778,50_80000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,12.2,12.27,0.091,-0.2,0.31,0.01,0.47,10,68,5.5,26.3,810.5,3998.7,0,0,147,4/10/14,100,16.4,22,4.3,9.4,791.3,1648.7,-0.231452167,-0.231452167,23.7906395,141.6671768,-71.70192333,43.94527333,1.3,36.9,3.71,273.9,11.92,0.77,0.42,0.82,1.27,0.55,4.654,0.8,290.87,14.44,0.94,,6.3,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,81,Soil_81,Ga0599142,1,12,Reference,2,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,86854,80_100000,3189,20,4913,842,14,1371,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,0.29,0.17,0.227,-0.2,0.31,0.01,0.47,10,68,5.5,26.3,810.5,3998.7,0,0,147,4/10/14,100,16.4,22,4.3,9.4,791.3,1648.7,0.75042809,0.75,23.7906395,168.1848496,-71.70192333,43.94527333,1.2,34.8,3.93,406.7,9.97,1.88,0.9,1.49,1.55,0.57,,0.66,234.22,9.52,1.888,,14.5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,109,Soil_109,Ga0599142,1,13,Reference,3,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,88771,80_100000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,10.19,10.36,0.179,-0.2,0.31,0.01,0.47,24,86,10.1,29.1,1524,4453.8,0,0,147,4/10/14,100,16,25,5.5,10.2,942.1,1757.6,4.862048845,4.862048845,13.80796204,111.3545238,-71.70186667,43.94526833,1.3,35.5,3.56,531.3,4.21,0.67,2.95,1.57,1.58,0.33,,0.47,585.1,3.99,1.698,,14.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,136,Soil_136,Ga0599142,1,13,Reference,3,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,60732,50_80000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,10.57,10.85,0.173,-0.2,0.31,0.01,0.47,24,86,10.1,29.1,1524,4453.8,0,0,147,4/10/14,100,16,25,5.5,10.2,942.1,1757.6,NA,NA,13.80796204,25.93273751,-71.70186667,43.94526833,0.9,22.5,3.56,214.7,3.14,0.32,2.18,1.83,0.54,0.24,2.64,0.34,358.26,,0.841,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,163,Soil_163,Ga0599142,1,13,Reference,3,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,69789,50_80000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,10.61,10.83,0.162,-0.2,0.31,0.01,0.47,24,86,10.1,29.1,1524,4453.8,0,0,147,4/10/14,100,16,25,5.5,10.2,942.1,1757.6,3.210582122,3.210582122,13.80796204,79.21395276,-71.70186667,43.94526833,1.4,31.6,3.56,518.1,5.94,0.6,0.81,1.1,1.13,0.72,3.005,0.23,395.95,9.88,1.253,,10.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,190,Soil_190,Ga0599142,1,13,Reference,3,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,43770,16_50000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,17.14,17.67,0.143,-0.2,0.31,0.01,0.47,24,86,10.1,29.1,1524,4453.8,0,0,147,4/10/14,100,16,25,5.5,10.2,942.1,1757.6,0.356188561,0.356188561,13.80796204,83.8864103,-71.70186667,43.94526833,0.7,16.8,3.56,213.7,3.85,0.31,1,1.39,0.87,0.14,8.352,0.5,147.63,9.58,0.519,6.2455,4.5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,217,Soil_217,Ga0599142,1,13,Reference,3,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,41174,16_50000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,12.2,12.27,0.091,-0.2,0.31,0.01,0.47,24,86,10.1,29.1,1524,4453.8,0,0,147,4/10/14,100,16,25,5.5,10.2,942.1,1757.6,4.103225411,4.103225411,13.80796204,241.9459514,-71.70186667,43.94526833,1.9,49.4,3.56,651,5.27,0.8,1.54,1.62,1.95,0.44,4.654,1.25,561.23,39.33,3.028,,16.2,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,110,Soil_110,Ga0599142,1,14,Reference,4,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,56543,50_80000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,10.19,10.36,0.179,-0.2,0.31,0.01,0.47,25.3,75,6.9,29.1,1050.1,4524.2,0,0,147,4/10/14,100,11,23,3.9,8.8,663.1,1552.1,9.199739047,9.199739047,12.19527935,111.4926373,-71.70190167,43.94522167,1.7,45.2,4.195,511.7,7.04,0.94,3.26,3.28,1.18,0.43,,0.55,552.09,11.76,2.865,,18.3,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,137,Soil_137,Ga0599142,1,14,Reference,4,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,145978,100_150000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,10.57,10.85,0.173,-0.2,0.31,0.01,0.47,25.3,75,6.9,29.1,1050.1,4524.2,0,0,147,4/10/14,100,11,23,3.9,8.8,663.1,1552.1,NA,NA,12.19527935,197.5459341,-71.70190167,43.94522167,1.7,46.3,4.195,464.7,5.3,0.62,1.09,1.57,0.86,0.4,2.64,0.37,208.94,,2.015,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,191,Soil_191,Ga0599142,1,14,Reference,4,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,18925,16_50000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,17.14,17.67,0.143,-0.2,0.31,0.01,0.47,25.3,75,6.9,29.1,1050.1,4524.2,0,0,147,4/10/14,100,11,23,3.9,8.8,663.1,1552.1,-0.040382613,NA,12.19527935,NA,-71.70190167,43.94522167,1.5,38.4,4.195,,,,,,,,8.352,-0.08,,1.13,,6.2455,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,218,Soil_218,Ga0599142,1,14,Reference,4,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,47914,16_50000,3189.257578,20,4913.011094,842.2575784,14,1371.011094,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,12.2,12.27,0.091,-0.2,0.31,0.01,0.47,25.3,75,6.9,29.1,1050.1,4524.2,0,0,147,4/10/14,100,11,23,3.9,8.8,663.1,1552.1,1.520156392,1.520156392,12.19527935,21.00896727,-71.70190167,43.94522167,1.9,50.7,4.195,236.7,4.68,0.47,0.38,0.65,1.05,0.36,4.654,0.54,217.73,17.58,1.17,,9.6,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,83,Soil_83,Ga0599142,1,14,Reference,4,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,151637,150_300000,3189,20,4913,842,14,1371,2347,6,3542,2347,6,3542,0,0,0,0,0,0,0,0,0,814,13,1309,29,1,62,0,0,0,0,0,0,0.29,0.17,0.227,-0.2,0.31,0.01,0.47,25.3,75,6.9,29.1,1050.1,4524.2,0,0,147,4/10/14,100,11,23,3.9,8.8,663.1,1552.1,2.108407304,2.11,12.19527935,77.73269534,-71.70190167,43.94522167,1.2,29.3,4.33,245.7,3.52,0.33,1.81,2.21,0.3,0.06,,0.19,305.14,6.75,0.891,,5.9,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,111,Soil_111,Ga0599143,2,21,Reference,1,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,83751,80_100000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,10.7,11.58895833,0.173,0.21,0.68,-0.1,0.27,14.8,65,6.1,29.8,925.8,4448.8,0,0,143.25,4/10/14,100,14,25,4.9,10,842.3,1756.2,1.473736937,1.473736937,12.49535934,70.19629532,-71.70149667,43.94506833,1.1,25.9,4.28,288.1,2.96,0.73,1.17,1.6,0.75,0.47,,0.96,174.7,6.45,1.069,,11.8,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,138,Soil_138,Ga0599143,2,21,Reference,1,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,157887,150_300000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,10.99,11.43,0.168,0.21,0.68,-0.1,0.27,14.8,65,6.1,29.8,925.8,4448.8,0,0,143.25,4/10/14,100,14,25,4.9,10,842.3,1756.2,NA,NA,12.49535934,94.66788829,-71.70149667,43.94506833,0.9,23,4.28,280.7,2.08,0.86,0.98,2.75,0.25,0.06,2.902,0.5,285.72,,1.184,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,192,Soil_192,Ga0599143,2,21,Reference,1,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,106071,100_150000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,17.01,17.17,0.141,0.21,0.68,-0.1,0.27,14.8,65,6.1,29.8,925.8,4448.8,0,0,143.25,4/10/14,100,14,25,4.9,10,842.3,1756.2,-0.065734511,-0.065734511,12.49535934,107.8874046,-71.70149667,43.94506833,0.9,22,4.28,205.5,5.39,1.01,0.94,1.05,0.82,0.2,6.348,0.75,95.8,9.92,0.697,5.996366667,6.8,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,84,Soil_84,Ga0599143,2,21,Reference,1,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,83294,80_100000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,0.699645833,3.617666667,0.204,0.21,0.68,-0.1,0.27,14.8,65,6.1,29.8,925.8,4448.8,0,0,143.25,4/10/14,100,14,25,4.9,10,842.3,1756.2,2.588810288,2.59,12.49535934,55.92936626,-71.70149667,43.94506833,1.5,40.6,4.3,728.5,8.73,2.42,2.48,3.1,2.55,0.66,,0.81,458.99,12.52,2.181,,22.7,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,112,Soil_112,Ga0599143,2,22,Reference,2,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,153276,150_300000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,10.7,11.58895833,0.173,0.21,0.68,-0.1,0.27,6.9,70,3.9,29.8,576,4446.8,0,0,143.25,4/10/14,100,11.2,25,4,9.9,683.1,1758.7,0.013052559,0.013052559,14.85193129,34.50930653,-71.70147333,43.94505333,0.6,12.6,4.33,152.7,2.39,0.26,0.44,1.2,0.67,0.27,,0.58,96.2,2.45,0.538,,6.6,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,139,Soil_139,Ga0599143,2,22,Reference,2,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,104710,100_150000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,10.99,11.43,0.168,0.21,0.68,-0.1,0.27,6.9,70,3.9,29.8,576,4446.8,0,0,143.25,4/10/14,100,11.2,25,4,9.9,683.1,1758.7,NA,NA,14.85193129,36.76052302,-71.70147333,43.94505333,0.5,11.2,4.33,88.9,1.67,0.48,0.79,2.26,0.37,0.2,2.902,0.36,122.77,,0.646,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,166,Soil_166,Ga0599143,2,22,Reference,2,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,81238,80_100000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,10.86,11.2,0.166,0.21,0.68,-0.1,0.27,6.9,70,3.9,29.8,576,4446.8,0,0,143.25,4/10/14,100,11.2,25,4,9.9,683.1,1758.7,1.96258727,1.96258727,14.85193129,70.27168105,-71.70147333,43.94505333,0.8,17.1,4.3,209.6,5.22,1.07,0.77,1.02,0.98,1.5,3.554,0.76,167.5,3.93,0.764,,8,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,193,Soil_193,Ga0599143,2,22,Reference,2,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,53974,50_80000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,17.01,17.17,0.141,0.21,0.68,-0.1,0.27,6.9,70,3.9,29.8,576,4446.8,0,0,143.25,4/10/14,100,11.2,25,4,9.9,683.1,1758.7,-0.102573023,-0.102573023,14.85193129,89.12425358,-71.70147333,43.94505333,0.7,14.6,4.33,166.1,3.73,0.62,0.35,0.38,0.79,0.1,6.348,0.71,47.23,5.69,0.617,5.996366667,7,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,220,Soil_220,Ga0599143,2,22,Reference,2,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,40894,16_50000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,11.79,11.97,0.076,0.21,0.68,-0.1,0.27,6.9,70,3.9,29.8,576,4446.8,0,0,143.25,4/10/14,100,11.2,25,4,9.9,683.1,1758.7,-0.573752898,-0.573752898,14.85193129,220.9677431,-71.70147333,43.94505333,1.5,38.2,4.33,413.3,3.49,1.3,0.28,0.67,1.5,0.4,4.054,1.17,298.79,31.85,0.992,,11.3,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,85,Soil_85,Ga0599143,2,22,Reference,2,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,98203,80_100000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,0.699645833,3.617666667,0.204,0.21,0.68,-0.1,0.27,6.9,70,3.9,29.8,576,4446.8,0,0,143.25,4/10/14,100,11.2,25,4,9.9,683.1,1758.7,1.539996973,1.54,14.85193129,49.95880045,-71.70147333,43.94505333,1.1,28.8,4.36,313.8,5.22,1.18,1.1,2.16,1.01,0.36,,0.42,266.48,5.61,1.054,,9.2,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,140,Soil_140,Ga0599143,2,23,Reference,3,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,182344,150_300000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,10.99,11.43,0.168,0.21,0.68,-0.1,0.27,8.1,67,4.5,31.3,639.6,4667.3,0,0,143.25,4/10/14,100,11.3,23,4.1,9,696,1574.1,NA,NA,11.53910657,58.77372918,-71.70146333,43.945005,0.5,11.8,4.31,142.1,1.74,0.32,0.55,2.11,0.66,0.14,2.902,0.5,139.71,,0.593,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,167,Soil_167,Ga0599143,2,23,Reference,3,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,106014,100_150000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,10.86,11.2,0.166,0.21,0.68,-0.1,0.27,8.1,67,4.5,31.3,639.6,4667.3,0,0,143.25,4/10/14,100,11.3,23,4.1,9,696,1574.1,3.111763157,3.111763157,11.53910657,69.96369421,-71.70146333,43.945005,0.9,21.7,,320.8,4.2,1.5,1.32,1.52,2.25,1.94,3.554,0.73,327.32,6.16,1.426,,10.2,,,,,,
