Site,Project,Sample_Type,Treatment.type,Sample.ID,JGI.ID,GOLD.ID,Plot,Quad,Treatment,Replicate,Horizon,Year,Date_Sampled,Sampling_Weather,Time_period,Sample_Initials,DNA_RNA,Notes,Date_weighed_for_DNA,Sequence_depth,Sequence_bin,Total_Tree_BioMass,Total_Tree_Stem_Count,Total_Tree_Basal_Area,Total_ECM_Tree_BioMass,Total_ECM_Tree_Stem_Count,Total_ECM_Tree_Basal_Area,Total_AM_Tree_BioMass,Total_AM_Tree_Stem_Count,Total_AM_Tree_Basal_Area,ACRU_BIOMASS,ACRU_STEM_COUNT,ACRU_BASAL_AREA,ACSA_BIOMASS,ACSA_STEM_COUNT,ACSA_BASAL_AREA,BEPA_BIOMASS,BEPA_STEM_COUNT,BEPA_BASAL_AREA,FRAM_BIOMASS,FRAM_STEM_COUNT,FRAM_BASAL_AREA,FAGR_BIOMASS,FAGR_STEM_COUNT,FAGR_BASAL_AREA,BEAL_BIOMASS,BEAL_STEM_COUNT,BEAL_BASAL_AREA,PIRU_BIOMASS,PIRU_STEM_COUNT,PIRU_BASAL_AREA,POGR_BIOMASS,POGR_STEM_COUNT,POGR_BASAL_AREA,Soil.Temp.10.cm,Soil.Temp.5.cm,Soil.Moisture,Min.Soil5,Ave.Soil5,Min.Soil10,Ave.Soil10,Max.frost,Max.Snow,Mean.frost,Mean.snow,Frost.AUC,Snow.AUC,FTC.5,FTC.10,DWF,Thaw,Thaw.day,BL.Max.frost,BL.Max.Snow,BL.Mean.frost,BL.Mean.Snow,BL.AUC.frost,BL.AUC.Snow,Net_Ammonification_(_g_Ammonium-N_g_soil-1_days-1),Net_Mineralization (_g_N_g_soil-1_day-1),REL,Proteolytic_Rate,longitude.dd,latitude.dd,Soil_perc_N,Soil_perc_C,Soil_pH,mbn,acid_phosphatase,nag_ase,phenol_oxidase,peroxidase,beta_glucosidase,cello_biohydrolase,Respiration,Extractable_Organic_C,Amino_Acid_N,Dissolved_Inorganic_n,Water_Content,Photosynthesis,Respiration_pat,Change_Net_Mineralization,Change_Soil_perc_N,Change_Soil_perc_C,Change_Soil_pH,Change_Respiration_pat,Change_mbn
HBEF,CCASE,Soil_Mic_Commun,post-treatment,194,Soil_194,Ga0599143,2,23,Reference,3,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,148296,100_150000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,17.01,17.17,0.141,0.21,0.68,-0.1,0.27,8.1,67,4.5,31.3,639.6,4667.3,0,0,143.25,4/10/14,100,11.3,23,4.1,9,696,1574.1,-0.012573423,NA,11.53910657,NA,-71.70146333,43.945005,1.2,29.1,4.31,,,,,,,,6.348,-0.14,,0.35,,5.996366667,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,221,Soil_221,Ga0599143,2,23,Reference,3,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,38936,16_50000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,11.79,11.97,0.076,0.21,0.68,-0.1,0.27,8.1,67,4.5,31.3,639.6,4667.3,0,0,143.25,4/10/14,100,11.3,23,4.1,9,696,1574.1,-0.396256687,-0.396256687,11.53910657,210.5704867,-71.70146333,43.945005,1.5,40,4.31,405.5,3.89,1.55,1,2.16,2.42,0.49,4.054,0.87,205.73,22.22,1.395,,11.1,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,86,Soil_86,Ga0599143,2,23,Reference,3,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,101374,100_150000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,0.699645833,3.617666667,0.204,0.21,0.68,-0.1,0.27,8.1,67,4.5,31.3,639.6,4667.3,0,0,143.25,4/10/14,100,11.3,23,4.1,9,696,1574.1,5.218110357,5.22,11.53910657,135.4711343,-71.70146333,43.945005,1.7,43.4,4.31,751.5,11.37,2.38,0.88,0.7,3.22,0.86,,0.22,433.04,11.58,2.852,,19.2,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,114,Soil_114,Ga0599143,2,24,Reference,4,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,169863,150_300000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,10.7,11.58895833,0.173,0.21,0.68,-0.1,0.27,15.5,87,10.2,30.3,1504.7,4564.2,0,0,143.25,4/10/14,100,22.8,28,10,10,1644.3,1793.2,0.532091927,0.532091927,12.75720881,85.39650319,-71.701505,43.94500667,0.8,17,4.18,263.9,2.51,0.64,1.37,2.08,0.92,0.28,,0.49,168.03,9.8,0.593,,7.8,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,141,Soil_141,Ga0599143,2,24,Reference,4,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,102863,100_150000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,10.99,11.43,0.168,0.21,0.68,-0.1,0.27,15.5,87,10.2,30.3,1504.7,4564.2,0,0,143.25,4/10/14,100,22.8,28,10,10,1644.3,1793.2,NA,NA,12.75720881,140.6761792,-71.701505,43.94500667,1.2,27.5,4.18,436.5,5.35,1.03,1.62,2.2,1.21,0.47,2.902,0.89,334.16,,1.642,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,195,Soil_195,Ga0599143,2,24,Reference,4,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,86800,80_100000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,17.01,17.17,0.141,0.21,0.68,-0.1,0.27,15.5,87,10.2,30.3,1504.7,4564.2,0,0,143.25,4/10/14,100,22.8,28,10,10,1644.3,1793.2,-0.056655413,-0.056655413,12.75720881,47.50694552,-71.701505,43.94500667,0.4,8.5,4.18,128.5,2.52,0.43,0.43,0.59,0.47,0.08,6.348,0.57,64.73,4.51,0.463,5.996366667,8.9,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,222,Soil_222,Ga0599143,2,24,Reference,4,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,56757,50_80000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,11.79,11.97,0.076,0.21,0.68,-0.1,0.27,15.5,87,10.2,30.3,1504.7,4564.2,0,0,143.25,4/10/14,100,22.8,28,10,10,1644.3,1793.2,-0.256274855,-0.256274855,12.75720881,173.8029835,-71.701505,43.94500667,1.7,43.2,4.18,377.2,7.68,1.09,1,1.14,2.21,0.47,4.054,0.97,288.98,22.31,0.915,,8.6,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,87,Soil_87,Ga0599143,2,24,Reference,4,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,96875,80_100000,4554,65,7513,3369,56,5484,1185,9,2029,1185,9,2029,0,0,0,0,0,0,19,1,52,419,12,733,0,0,0,0,0,0,227,2,689,0.699645833,3.617666667,0.204,0.21,0.68,-0.1,0.27,15.5,87,10.2,30.3,1504.7,4564.2,0,0,143.25,4/10/14,100,22.8,28,10,10,1644.3,1793.2,6.17508797,6.18,12.75720881,165.4044108,-71.701505,43.94500667,1.5,37,4.28,776.5,9.37,2.96,,,1.92,0.99,,0.52,954.22,28.56,2.251,,18.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,115,Soil_115,Ga0599144,3,31,Warmed,1,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,163176,150_300000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,15.47,16.14,0.19,-0.15,0.13,-0.03,0.39,9,62,5.5,31.2,822.6,4708.7,0,0,143.25,4/10/14,100,11.1,30,5.2,12.1,793.2,2160.2,2.274288535,2.274288535,12.62912701,124.7594194,-71.70082833,43.94558,1,21.7,4.22,430.5,2.22,,1.3,3.53,0.43,0.34,,0.37,164.32,2.25,1.224,,11.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,142,Soil_142,Ga0599144,3,31,Warmed,1,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,40866,16_50000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,15.83,16.26,0.183,-0.15,0.13,-0.03,0.39,9,62,5.5,31.2,822.6,4708.7,0,0,143.25,4/10/14,100,11.1,30,5.2,12.1,793.2,2160.2,NA,,12.62912701,33.44886396,-71.70082833,43.94558,0.5,9.8,4.22,110.8,1.13,0.15,0.4,1.13,0.28,0.02,3.968,0.47,105.42,,0.423,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,169,Soil_169,Ga0599144,3,31,Warmed,1,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,43056,16_50000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,15.74,16.15,0.179,-0.15,0.13,-0.03,0.39,9,62,5.5,31.2,822.6,4708.7,0,0,143.25,4/10/14,100,11.1,30,5.2,12.1,793.2,2160.2,0.072868053,0.072868053,12.62912701,62.75111137,-71.70082833,43.94558,0.7,15.2,4.16,257.3,3.37,0.77,0.55,0.56,1.5,1.33,4.768,0.59,192.92,4.06,0.685,,6.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,196,Soil_196,Ga0599144,3,31,Warmed,1,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,39894,16_50000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,21.91,22.24,0.142,-0.15,0.13,-0.03,0.39,9,62,5.5,31.2,822.6,4708.7,0,0,143.25,4/10/14,100,11.1,30,5.2,12.1,793.2,2160.2,1.944256185,1.944256185,12.62912701,140.8630895,-71.70082833,43.94558,1.8,40.6,4.22,432.1,5.05,1.17,0.44,0.86,1.42,0.32,7.642,0.32,251.71,22.73,0.793,5.263,8.2,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,223,Soil_223,Ga0599144,3,31,Warmed,1,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,42165,16_50000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,17.22,17.14,0.077,-0.15,0.13,-0.03,0.39,9,62,5.5,31.2,822.6,4708.7,0,0,143.25,4/10/14,100,11.1,30,5.2,12.1,793.2,2160.2,-0.342832107,-0.342832107,12.62912701,139.8867378,-71.70082833,43.94558,1.1,29.4,4.22,341.9,4.02,0.85,0.45,0.8,0.98,0.26,4.208,0.62,178.59,18.89,0.727,,6.5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,88,Soil_88,Ga0599144,3,31,Warmed,1,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,120829,100_150000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,2.469208333,3.366333333,0.247541667,-0.15,0.13,-0.03,0.39,9,62,5.5,31.2,822.6,4708.7,0,0,143.25,4/10/14,100,11.1,30,5.2,12.1,793.2,2160.2,1.100985866,1.1,12.62912701,90.33805872,-71.70082833,43.94558,0.9,20.1,4.28,449.7,5.48,0.77,0.79,1.93,1.84,0.24,,0.5,209.29,10.42,1.311,,9.9,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,116,Soil_116,Ga0599144,3,32,Warmed,2,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,78810,50_80000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,15.47,16.14,0.19,-0.15,0.13,-0.03,0.39,11.4,80,8.7,31.6,1343.9,4740.4,0,0,143.25,4/10/14,100,15.5,27,7,10.7,1139.3,1906.2,2.946770601,2.946770601,12.49975078,72.47017231,-71.700765,43.94555667,1.1,23.3,4.125,336.2,2.19,0.29,1.75,2.7,0.51,0.19,,0.32,203.85,12.08,0.903,,8.5,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,143,Soil_143,Ga0599144,3,32,Warmed,2,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,26852,16_50000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,15.83,16.26,0.183,-0.15,0.13,-0.03,0.39,11.4,80,8.7,31.6,1343.9,4740.4,0,0,143.25,4/10/14,100,15.5,27,7,10.7,1139.3,1906.2,NA,NA,12.49975078,NA,-71.700765,43.94555667,1.4,28.2,4.125,179.4,2.57,0.29,1.2,2.05,0.62,0.19,3.968,0.48,253.57,,0.734,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,197,Soil_197,Ga0599144,3,32,Warmed,2,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,98243,80_100000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,21.91,22.24,0.142,-0.15,0.13,-0.03,0.39,11.4,80,8.7,31.6,1343.9,4740.4,0,0,143.25,4/10/14,100,15.5,27,7,10.7,1139.3,1906.2,-0.346970544,-0.346970544,12.49975078,210.5912958,-71.700765,43.94555667,1.5,38.8,4.125,513.4,6.49,0.68,1.38,2.56,1.61,0.36,7.642,0.48,178.3,20.86,1.12,5.263,8.3,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,89,Soil_89,Ga0599144,3,32,Warmed,2,Organic,2014,140416,Windy_cloudy_35__F,Pre-budburst_post-snowmelt,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,84044,80_100000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,2.469208333,3.366333333,0.247541667,-0.15,0.13,-0.03,0.39,11.4,80,8.7,31.6,1343.9,4740.4,0,0,143.25,4/10/14,100,15.5,27,7,10.7,1139.3,1906.2,9.855848231,9.86,12.49975078,103.4748234,-71.700765,43.94555667,2.2,45.9,4.3,923.4,7.36,1.19,2.75,3.34,2.55,0.77,,0.58,537.29,18.78,2.497,,20.1,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,144,Soil_144,Ga0599144,3,33,Warmed,3,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,178085,150_300000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,15.83,16.26,0.183,-0.15,0.13,-0.03,0.39,11.2,70,7.5,30.6,1143,4533.2,0,0,143.25,4/10/14,100,17.2,28,5.9,11,1003.3,1955.2,NA,NA,12.54374002,151.7006823,-71.70078833,43.94550333,0.9,20.2,4.365,346.4,2.85,0.35,1.32,2.34,0.57,0.13,3.968,0.34,281.81,,1.08,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,171,Soil_171,Ga0599144,3,33,Warmed,3,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,67099,50_80000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,15.74,16.15,0.179,-0.15,0.13,-0.03,0.39,11.2,70,7.5,30.6,1143,4533.2,0,0,143.25,4/10/14,100,17.2,28,5.9,11,1003.3,1955.2,1.200329792,1.200329792,12.54374002,43.91841728,-71.70078833,43.94550333,1,19.2,4.44,167.3,3.72,0.19,0.95,1.24,1.82,0.96,4.768,0.48,250.12,3.48,0.544,,4.7,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,198,Soil_198,Ga0599144,3,33,Warmed,3,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,49042,16_50000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,21.91,22.24,0.142,-0.15,0.13,-0.03,0.39,11.2,70,7.5,30.6,1143,4533.2,0,0,143.25,4/10/14,100,17.2,28,5.9,11,1003.3,1955.2,1.710130468,1.710130468,12.54374002,96.56225052,-71.70078833,43.94550333,1.2,30,4.365,353.4,2.84,0.24,0.57,0.91,0.83,0.15,7.642,0.49,418.25,18.52,0.589,5.263,6.6,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,145,Soil_145,Ga0599144,3,34,Warmed,4,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,34550,16_50000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,15.83,16.26,0.183,-0.15,0.13,-0.03,0.39,14,73,9.9,31.1,1487.3,4618.3,0,0,143.25,4/10/14,100,16.3,29,6.2,11.4,1012.3,2049.2,NA,NA,10.92666389,79.16965619,-71.700845,43.94550333,1.1,23,4.135,210.1,2.48,0.49,1.01,2.52,0.52,0.41,3.968,0.38,123.65,,0.671,,,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,172,Soil_172,Ga0599144,3,34,Warmed,4,Organic,2014,140601,Sunny_humid,Post_leaf-out,Rebecca_Sanders_Demott,NA,NA,NA,92331,80_100000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,15.74,16.15,0.179,-0.15,0.13,-0.03,0.39,14,73,9.9,31.1,1487.3,4618.3,0,0,143.25,4/10/14,100,16.3,29,6.2,11.4,1012.3,2049.2,1.249353527,1.249353527,10.92666389,190.9084978,-71.700845,43.94550333,1.9,50.3,4.15,633.5,10.45,3.13,0.97,1.11,2.43,3.71,4.768,0.83,494.79,9.11,2.594,,15.1,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,199,Soil_199,Ga0599144,3,34,Warmed,4,Organic,2014,140722,Sunny_humid,Peak_plant_biomass,Rebecca_Sanders_Demott_Risa_Mcnellis_Darien,NA,NA,NA,30350,16_50000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,21.91,22.24,0.142,-0.15,0.13,-0.03,0.39,14,73,9.9,31.1,1487.3,4618.3,0,0,143.25,4/10/14,100,16.3,29,6.2,11.4,1012.3,2049.2,-0.084723005,-0.084723005,10.92666389,112.7295603,-71.700845,43.94550333,1.3,32.2,4.135,329.2,8.64,1.49,1.46,2.84,2.51,0.68,7.642,0.5,107.88,12.08,0.962,5.263,6.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,226,Soil_226,Ga0599144,3,34,Warmed,4,Organic,2014,140924,NA,Beginning_of_senescence,NA,NA,NA,NA,83914,80_100000,2856,20,6358,576,11,3135,2280,9,3223,1688,7,2653,0,0,0,210,1,285,383,1,285,576,11,3135,0,0,0,0,0,0,0,0,0,17.22,17.14,0.077,-0.15,0.13,-0.03,0.39,14,73,9.9,31.1,1487.3,4618.3,0,0,143.25,4/10/14,100,16.3,29,6.2,11.4,1012.3,2049.2,0.837488349,0.837488349,10.92666389,98.26049856,-71.700845,43.94550333,1.8,39.7,4.135,251,3.23,0.86,0.51,0.8,1.19,0.31,4.208,0.71,181.17,17.73,0.449,,3.4,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,119,Soil_119,Ga0599145,4,41,Warmed,1,Organic,2014,140512,Sunny_clear_75__F,Budburst,Rebecca_Sanders_Demott_Patrick_Sorensen,NA,NA,NA,142934,100_150000,4509,18,7974,1643,9,2124,2866,9,5850,2672,6,3990,95,2,162,0,0,0,99,1,1697,222,8,427,1420,1,1697,0,0,0,0,0,0,15.53,16.44,0.19,-0.4,0.14,0.13,0.58,11.2,57.5,7.5,25.4,1129.4,3314.4,0,0,144.9375,4/10/14,100,16.3,19,5.7,7,995,1218.1,3.259051816,3.259051816,19.31677124,83.34964295,-71.70091167,43.94570667,0.8,17.5,4.415,245.8,1.74,0.5,0.55,1.68,0.27,0.19,,0.61,184.24,2.92,0.556,,7.2,,,,,,
HBEF,CCASE,Soil_Mic_Commun,post-treatment,146,Soil_146,Ga0599145,4,41,Warmed,1,Organic,2014,140521,Overcast_70_C,Full_leaf-out,Patrick_Sorensen_Maria_Garcia_Josh_Bennett,NA,NA,NA,87112,80_100000,4509,18,7974,1643,9,2124,2866,9,5850,2672,6,3990,95,2,162,0,0,0,99,1,1697,222,8,427,1420,1,1697,0,0,0,0,0,0,15.94,16.37,0.184,-0.4,0.14,0.13,0.58,11.2,57.5,7.5,25.4,1129.4,3314.4,0,0,144.9375,4/10/14,100,16.3,19,5.7,7,995,1218.1,NA,NA,19.31677124,79.00680268,-71.70091167,43.94570667,0.9,21.4,4.415,246.1,2.36,0.53,0.65,1.94,0.83,0.29,5.672,0.32,111.8,,0.661,,,,,,,,
